gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,year,state
female,group E,bachelor's degree,standard,none,80,83,83,2017,Ohio
female,group D,high school,standard,none,56,52,55,2019,Washington
male,group E,some college,standard,none,59,51,43,2016,Ohio
male,group D,some high school,standard,none,75,74,69,2018,Wisconsin
male,group C,associate's degree,standard,none,85,76,71,2020,Arizona
male,group E,associate's degree,standard,none,89,76,74,2020,Missouri
female,group B,high school,standard,completed,58,70,68,2017,Massachusetts
female,group B,high school,standard,none,65,64,62,2019,California
male,group C,high school,standard,none,68,60,53,2015,Michigan
male,group A,some high school,standard,completed,47,49,49,2015,Washington
female,group D,some college,free/reduced,none,71,83,83,2020,Florida
female,group B,some high school,standard,completed,60,70,70,2016,Arizona
male,group D,master's degree,standard,none,80,80,72,2018,Florida
male,group D,high school,standard,none,54,52,52,2016,North Carolina
female,group E,some college,standard,none,62,73,70,2015,Colorado
female,group C,associate's degree,free/reduced,none,64,73,68,2018,Georgia
male,group C,associate's degree,standard,completed,78,77,77,2016,Florida
female,group B,some college,standard,none,70,75,78,2019,Massachusetts
female,group C,master's degree,free/reduced,completed,65,81,81,2017,Michigan
female,group C,some high school,free/reduced,completed,64,79,77,2019,Virginia
male,group C,some college,standard,completed,79,79,78,2017,Georgia
female,group C,some high school,free/reduced,none,44,50,51,2017,Georgia
female,group E,high school,standard,none,99,93,90,2015,Georgia
male,group D,high school,standard,none,76,73,68,2017,New York
male,group D,some high school,free/reduced,none,59,42,41,2017,Indiana
female,group C,bachelor's degree,standard,none,63,75,81,2017,Pennsylvania
female,group D,high school,standard,none,69,72,77,2019,Massachusetts
female,group D,associate's degree,standard,completed,88,92,95,2017,Florida
female,group E,some college,free/reduced,none,71,76,70,2017,Tennessee
male,group C,bachelor's degree,standard,none,69,63,61,2017,Florida
male,group C,some college,standard,none,58,49,42,2020,Ohio
female,group D,associate's degree,free/reduced,none,47,53,58,2020,New York
female,group D,some college,standard,none,65,70,71,2015,Florida
male,group B,some college,standard,completed,88,85,76,2020,Tennessee
male,group C,bachelor's degree,standard,none,83,78,73,2015,Maryland
female,group C,some high school,standard,completed,85,92,93,2016,Massachusetts
female,group E,high school,standard,completed,59,63,75,2017,Missouri
female,group C,some high school,free/reduced,none,65,86,80,2017,Colorado
male,group B,bachelor's degree,free/reduced,none,73,56,57,2019,California
male,group D,high school,standard,none,53,52,42,2017,Wisconsin
male,group D,high school,standard,none,45,48,46,2018,Colorado
female,group D,bachelor's degree,free/reduced,none,73,79,84,2017,Virginia
female,group D,some college,free/reduced,completed,70,78,78,2019,Illinois
female,group B,some high school,standard,none,37,46,46,2015,Missouri
male,group B,associate's degree,standard,completed,81,82,82,2019,Arizona
male,group E,associate's degree,standard,completed,97,82,88,2020,Indiana
female,group B,some high school,standard,none,67,89,82,2016,Michigan
male,group B,bachelor's degree,free/reduced,none,88,75,76,2019,Arizona
male,group E,some high school,standard,completed,77,76,77,2020,Washington
male,group C,associate's degree,standard,none,76,70,68,2018,Ohio
male,group D,some high school,standard,none,86,73,70,2020,Ohio
male,group C,some high school,standard,completed,63,60,57,2020,Florida
female,group E,bachelor's degree,standard,none,65,73,75,2020,Wisconsin
male,group D,high school,free/reduced,completed,78,77,80,2019,New York
male,group B,associate's degree,free/reduced,none,67,62,60,2015,Massachusetts
male,group A,some high school,standard,completed,46,41,43,2020,Tennessee
male,group E,associate's degree,standard,completed,71,74,68,2017,New York
male,group C,high school,free/reduced,completed,40,46,50,2016,Florida
male,group D,associate's degree,free/reduced,none,90,87,75,2019,Virginia
male,group A,some college,free/reduced,completed,81,78,81,2020,New York
male,group D,some high school,free/reduced,none,56,54,52,2016,Maryland
female,group C,associate's degree,standard,completed,67,84,81,2017,Arizona
male,group B,associate's degree,standard,none,80,76,64,2018,Michigan
female,group C,associate's degree,standard,completed,74,75,83,2019,Pennsylvania
male,group A,some college,standard,none,69,67,69,2015,Colorado
male,group E,some college,standard,completed,99,87,81,2017,New York
male,group C,some high school,standard,none,51,52,44,2020,Colorado
female,group B,associate's degree,free/reduced,none,53,71,67,2015,Tennessee
female,group D,high school,free/reduced,none,49,57,52,2017,Virginia
female,group B,associate's degree,standard,none,73,76,80,2017,Wisconsin
male,group B,bachelor's degree,standard,none,66,60,57,2020,Wisconsin
male,group D,bachelor's degree,standard,completed,67,61,68,2015,Wisconsin
female,group C,associate's degree,free/reduced,completed,68,67,69,2017,Tennessee
female,group C,bachelor's degree,standard,completed,59,64,75,2017,New York
male,group C,high school,standard,none,71,66,65,2019,Texas
female,group D,master's degree,standard,completed,77,82,91,2016,Virginia
male,group C,associate's degree,standard,none,83,72,78,2015,Massachusetts
male,group B,bachelor's degree,standard,none,63,71,69,2019,New York
female,group D,associate's degree,free/reduced,none,56,65,63,2018,Arizona
female,group C,high school,free/reduced,completed,67,79,84,2016,California
female,group E,high school,standard,none,75,86,79,2017,Massachusetts
female,group C,some college,standard,none,71,81,80,2019,Michigan
female,group C,some high school,free/reduced,none,43,53,53,2017,Michigan
female,group C,high school,free/reduced,none,41,46,43,2016,Maryland
female,group C,some college,standard,none,82,90,94,2017,Pennsylvania
male,group C,some college,standard,none,61,61,62,2016,Georgia
male,group A,some college,free/reduced,none,28,23,19,2015,Illinois
male,group C,associate's degree,standard,completed,82,75,77,2019,Wisconsin
female,group B,some high school,standard,none,41,55,51,2019,Indiana
male,group C,high school,standard,none,71,60,61,2020,Maryland
male,group C,associate's degree,standard,none,47,37,35,2017,Michigan
male,group E,associate's degree,standard,completed,62,56,53,2020,Washington
male,group B,associate's degree,standard,none,90,78,81,2019,Indiana
female,group C,bachelor's degree,standard,none,83,93,95,2018,Texas
female,group B,some college,free/reduced,none,61,68,66,2016,Tennessee
male,group D,some high school,standard,completed,76,70,69,2017,Texas
male,group C,associate's degree,standard,none,49,51,43,2017,Washington
female,group B,some high school,free/reduced,none,24,38,27,2015,Colorado
female,group D,some high school,free/reduced,completed,35,55,60,2019,Massachusetts
male,group C,high school,free/reduced,none,58,61,52,2016,Massachusetts
female,group C,high school,standard,none,61,73,63,2017,Florida
female,group B,high school,standard,completed,69,76,74,2016,Maryland
male,group D,associate's degree,standard,completed,67,72,67,2020,Massachusetts
male,group D,some college,standard,none,79,73,67,2019,Tennessee
female,group C,high school,standard,none,72,80,75,2020,Wisconsin
male,group B,some college,standard,none,62,61,57,2019,Virginia
female,group C,bachelor's degree,standard,completed,77,94,95,2018,New York
male,group D,high school,free/reduced,none,75,74,66,2019,Arizona
male,group E,associate's degree,standard,none,87,74,76,2019,New York
female,group B,bachelor's degree,standard,none,52,65,69,2019,New York
male,group E,some college,standard,none,66,57,52,2019,Florida
female,group C,some college,standard,completed,63,78,80,2020,Massachusetts
female,group C,associate's degree,standard,none,46,58,57,2019,California
female,group C,some college,standard,none,59,71,70,2019,Ohio
female,group B,bachelor's degree,standard,none,61,72,70,2016,Virginia
male,group A,associate's degree,standard,none,63,61,61,2019,Washington
female,group C,some college,free/reduced,completed,42,66,69,2017,Georgia
male,group D,some college,free/reduced,none,59,62,61,2016,Texas
female,group D,some college,standard,none,80,90,89,2015,Virginia
female,group B,high school,standard,none,58,62,59,2019,Illinois
male,group B,some high school,standard,completed,85,84,78,2019,Georgia
female,group C,some college,standard,none,52,58,58,2019,Illinois
female,group D,some high school,free/reduced,none,27,34,32,2017,Illinois
male,group C,some college,standard,none,59,60,58,2018,Ohio
male,group A,bachelor's degree,free/reduced,completed,49,58,60,2020,Virginia
male,group C,high school,standard,completed,69,58,53,2016,California
male,group C,bachelor's degree,free/reduced,none,61,66,61,2017,California
female,group A,some high school,free/reduced,none,44,64,58,2017,Ohio
female,group D,some high school,standard,none,73,84,85,2016,California
male,group E,some college,standard,none,84,77,71,2018,California
female,group C,some college,free/reduced,completed,45,73,70,2017,Georgia
male,group D,some high school,standard,none,74,74,72,2019,Texas
female,group D,some college,standard,completed,82,97,96,2016,Missouri
female,group D,bachelor's degree,standard,none,59,70,73,2016,Michigan
male,group E,associate's degree,free/reduced,none,46,43,41,2018,North Carolina
female,group D,some high school,standard,none,80,90,82,2017,Florida
female,group D,master's degree,free/reduced,completed,85,95,100,2017,Massachusetts
female,group A,some high school,standard,none,71,83,77,2017,Illinois
male,group A,bachelor's degree,standard,none,66,64,62,2018,Georgia
female,group B,associate's degree,standard,none,80,86,83,2016,Ohio
male,group C,associate's degree,standard,completed,87,100,95,2016,Arizona
male,group C,master's degree,free/reduced,none,79,81,71,2019,Illinois
female,group E,some high school,free/reduced,none,38,49,45,2016,New York
female,group A,some high school,free/reduced,none,38,43,43,2018,Arizona
female,group E,some college,standard,none,67,76,75,2016,Georgia
female,group E,bachelor's degree,standard,none,64,73,70,2019,Ohio
female,group C,associate's degree,free/reduced,none,57,78,67,2017,Michigan
female,group D,high school,standard,none,62,64,64,2020,Ohio
male,group D,master's degree,standard,none,73,70,75,2016,Florida
male,group E,some high school,free/reduced,completed,73,67,59,2018,Wisconsin
female,group D,some college,standard,none,77,68,77,2017,North Carolina
male,group E,some college,standard,none,76,67,67,2019,Colorado
male,group C,associate's degree,standard,completed,57,54,56,2017,Massachusetts
female,group C,some high school,standard,completed,65,74,77,2018,Maryland
male,group A,high school,free/reduced,none,48,45,41,2016,Washington
female,group B,high school,free/reduced,none,50,67,63,2020,Virginia
female,group C,associate's degree,standard,none,85,89,95,2020,Georgia
male,group B,some high school,standard,none,74,63,57,2018,Missouri
male,group D,some high school,standard,none,60,59,54,2015,Pennsylvania
female,group C,some high school,standard,completed,59,54,67,2020,Indiana
male,group A,some college,standard,none,53,43,43,2015,Washington
female,group A,some college,free/reduced,none,49,65,55,2018,Missouri
female,group D,high school,standard,completed,88,99,100,2019,California
female,group C,high school,standard,none,54,59,62,2016,Colorado
female,group C,some high school,standard,none,63,73,68,2018,Washington
male,group B,associate's degree,standard,completed,65,65,63,2017,Arizona
female,group B,associate's degree,standard,none,82,80,77,2019,Georgia
female,group D,high school,free/reduced,completed,52,57,56,2016,Tennessee
male,group D,associate's degree,standard,completed,87,84,85,2015,Arizona
female,group D,master's degree,standard,completed,70,71,74,2015,Ohio
male,group E,some college,standard,completed,84,83,78,2016,Florida
male,group D,associate's degree,standard,none,71,66,60,2015,Wisconsin
male,group B,some high school,standard,completed,63,67,67,2017,Virginia
female,group C,bachelor's degree,free/reduced,completed,51,72,79,2015,Indiana
male,group E,high school,standard,none,84,73,69,2017,Missouri
male,group C,bachelor's degree,standard,completed,71,74,68,2016,Massachusetts
male,group C,associate's degree,standard,none,74,73,67,2015,Colorado
male,group D,some college,standard,none,68,59,62,2019,Texas
